exchange,symbol,open_time_ms,open_time_utc,open,high,low,close,volume,volume_base_ccy,volume_quote_ccy,confirm
okx,BTCUSDT,1677629820000,2023-03-01 00:17:00,23173,23180.7,23173,23180.7,3.0707263,71168.08080269,71168.08080269,1
okx,BTCUSDT,1677629880000,2023-03-01 00:18:00,23180.7,23180.7,23173.4,23179.1,0.72738258,16858.40619093,16858.40619093,1
okx,BTCUSDT,1677629940000,2023-03-01 00:19:00,23178.8,23183.3,23178.8,23183.3,1.13315231,26265.66228738,26265.66228738,1
okx,BTCUSDT,1677630000000,2023-03-01 00:20:00,23183.3,23184,23175.6,23183.8,3.27179547,75849.21085311,75849.21085311,1
okx,BTCUSDT,1677630060000,2023-03-01 00:21:00,23183.8,23195.4,23183.8,23195.4,1.09578831,25410.14754538,25410.14754538,1
okx,BTCUSDT,1677630120000,2023-03-01 00:22:00,23195.3,23216.2,23195.3,23198.2,4.8928139,113555.22209166,113555.22209166,1
okx,BTCUSDT,1677630180000,2023-03-01 00:23:00,23198.2,23202.5,23191.5,23191.5,1.01911853,23641.54639177,23641.54639177,1
okx,BTCUSDT,1677630240000,2023-03-01 00:24:00,23191.6,23209.9,23191.6,23205.8,2.91823675,67717.19230299,67717.19230299,1
okx,BTCUSDT,1677630300000,2023-03-01 00:25:00,23204.2,23206.3,23190,23190,1.36421908,31637.48073292,31637.48073292,1
okx,BTCUSDT,1677630360000,2023-03-01 00:26:00,23189.1,23202.4,23188.6,23198.2,0.45588016,10576.02973751,10576.02973751,1
