datetime,open,high,low,close,volume
2023-03-07 03:17:00+00:00,1.06736,1.06742,1.06725,1.06735,0
2023-03-07 03:18:00+00:00,1.06735,1.06743,1.06717,1.06717,0
2023-03-07 03:19:00+00:00,1.06716,1.06722,1.06706,1.06721,0
2023-03-07 03:20:00+00:00,1.06721,1.06722,1.06704,1.0671,0
2023-03-07 03:21:00+00:00,1.06708,1.06723,1.06707,1.06721,0
2023-03-07 03:22:00+00:00,1.0672,1.06737,1.06706,1.06707,0
2023-03-07 03:23:00+00:00,1.06707,1.06718,1.06697,1.06713,0
2023-03-07 03:24:00+00:00,1.06712,1.06743,1.06712,1.06742,0
2023-03-07 03:25:00+00:00,1.06741,1.06745,1.06715,1.06723,0
2023-03-07 03:26:00+00:00,1.06725,1.06726,1.06702,1.06706,0
2023-03-07 03:27:00+00:00,1.06707,1.06715,1.06702,1.06715,0
2023-03-07 03:28:00+00:00,1.06715,1.06743,1.06713,1.06743,0
2023-03-07 03:29:00+00:00,1.06743,1.06763,1.06737,1.06756,0
2023-03-07 03:30:00+00:00,1.06756,1.06784,1.06756,1.06781,0
2023-03-07 03:31:00+00:00,1.0678,1.06783,1.06765,1.06783,0
2023-03-07 03:32:00+00:00,1.06782,1.06783,1.06767,1.06769,0
2023-03-07 03:33:00+00:00,1.0677,1.06783,1.06757,1.06757,0
2023-03-07 03:34:00+00:00,1.06757,1.06769,1.06748,1.06748,0
2023-03-07 03:35:00+00:00,1.06747,1.06757,1.06742,1.06747,0
2023-03-07 03:36:00+00:00,1.06748,1.06758,1.06738,1.06747,0
2023-03-07 03:37:00+00:00,1.06747,1.06773,1.06744,1.0677,0
2023-03-07 03:38:00+00:00,1.0677,1.06772,1.0675,1.0675,0
2023-03-07 03:39:00+00:00,1.06751,1.06756,1.0674,1.06741,0
2023-03-07 03:40:00+00:00,1.06742,1.06757,1.06736,1.06736,0
2023-03-07 03:41:00+00:00,1.06738,1.06752,1.06735,1.06746,0
2023-03-07 03:42:00+00:00,1.06747,1.06747,1.06723,1.06733,0
2023-03-07 03:43:00+00:00,1.06733,1.06742,1.06721,1.06721,0
2023-03-07 03:44:00+00:00,1.06722,1.06735,1.06715,1.06719,0
2023-03-07 03:45:00+00:00,1.06718,1.06724,1.06703,1.06717,0
2023-03-07 03:46:00+00:00,1.06718,1.06741,1.06716,1.06736,0
2023-03-07 03:47:00+00:00,1.06737,1.06741,1.06719,1.06733,0
2023-03-07 03:48:00+00:00,1.06733,1.0675,1.06732,1.06733,0
2023-03-07 03:49:00+00:00,1.06733,1.06747,1.06721,1.06722,0
2023-03-07 03:50:00+00:00,1.06721,1.06727,1.06703,1.06713,0
2023-03-07 03:51:00+00:00,1.06713,1.06719,1.06702,1.06712,0
