start,symbol,low,high,open,close,volume,product_id,timestamp_utc
1678414140,BTCUSDT,20115.38,20131.44,20115.44,20115.38,0.07798756,BTC-USDT,2023-03-10 02:09:00+00:00
1678414260,BTCUSDT,20121.55,20126.14,20126.14,20121.55,0.03634313,BTC-USDT,2023-03-10 02:11:00+00:00
1678414320,BTCUSDT,20107.51,20121.89,20107.51,20121.89,0.02231788,BTC-USDT,2023-03-10 02:12:00+00:00
1678414380,BTCUSDT,20115.98,20130.21,20115.98,20117.74,0.05822216,BTC-USDT,2023-03-10 02:13:00+00:00
1678414500,BTCUSDT,20079.32,20109.08,20103.98,20079.32,0.01558623,BTC-USDT,2023-03-10 02:15:00+00:00
1678414620,BTCUSDT,20057.88,20079.65,20057.88,20079.65,0.0009406,BTC-USDT,2023-03-10 02:17:00+00:00
1678414680,BTCUSDT,20054.82,20080.27,20068.59,20054.82,0.32254931,BTC-USDT,2023-03-10 02:18:00+00:00
1678414740,BTCUSDT,20072.7,20077.35,20072.7,20077.34,0.01481608,BTC-USDT,2023-03-10 02:19:00+00:00
1678414800,BTCUSDT,20061.17,20072.81,20067.41,20064.93,0.22767804,BTC-USDT,2023-03-10 02:20:00+00:00
1678414860,BTCUSDT,20061.83,20078.93,20064.93,20078.93,0.19581924,BTC-USDT,2023-03-10 02:21:00+00:00
1678414980,BTCUSDT,20070.5,20101.44,20070.5,20101.44,0.01475584,BTC-USDT,2023-03-10 02:23:00+00:00
1678415040,BTCUSDT,20079.74,20091.05,20085.04,20091.05,0.17369643,BTC-USDT,2023-03-10 02:24:00+00:00
1678415100,BTCUSDT,20082.06,20090.95,20082.06,20085.18,0.34241188,BTC-USDT,2023-03-10 02:25:00+00:00
1678415160,BTCUSDT,20085.18,20096.78,20085.18,20096.78,0.0492602,BTC-USDT,2023-03-10 02:26:00+00:00
1678415280,BTCUSDT,20079.48,20079.48,20079.48,20079.48,0.04950327,BTC-USDT,2023-03-10 02:28:00+00:00
1678415340,BTCUSDT,20043.68,20080.72,20080.72,20043.68,0.12952316,BTC-USDT,2023-03-10 02:29:00+00:00
1678415400,BTCUSDT,20045.03,20067.34,20049.93,20051.85,0.1121473,BTC-USDT,2023-03-10 02:30:00+00:00
1678415460,BTCUSDT,20046.67,20050.75,20050.75,20046.67,0.048,BTC-USDT,2023-03-10 02:31:00+00:00
1678415580,BTCUSDT,20062.55,20071.98,20062.56,20071.98,0.23123067,BTC-USDT,2023-03-10 02:33:00+00:00
1678415640,BTCUSDT,20047.86,20054.48,20050.51,20049.07,0.15471514,BTC-USDT,2023-03-10 02:34:00+00:00
1678415700,BTCUSDT,20050.44,20065.23,20050.44,20065.23,0.22658499,BTC-USDT,2023-03-10 02:35:00+00:00
1678415760,BTCUSDT,20096.7,20096.7,20096.7,20096.7,0.00123384,BTC-USDT,2023-03-10 02:36:00+00:00
1678415820,BTCUSDT,20084.31,20091.39,20084.31,20091.39,0.00080218,BTC-USDT,2023-03-10 02:37:00+00:00
1678415940,BTCUSDT,20063.47,20099.56,20091.39,20066.35,5.80468685,BTC-USDT,2023-03-10 02:39:00+00:00
1678416240,BTCUSDT,20059.58,20071.34,20065.43,20068.63,3.3378529,BTC-USDT,2023-03-10 02:44:00+00:00
1678416300,BTCUSDT,20069.63,20088.51,20069.63,20088.51,2.05167242,BTC-USDT,2023-03-10 02:45:00+00:00
1678416360,BTCUSDT,20080.96,20094.74,20094.74,20080.96,0.05368167,BTC-USDT,2023-03-10 02:46:00+00:00
1678416420,BTCUSDT,20072.96,20087.89,20072.96,20082.44,0.11220793,BTC-USDT,2023-03-10 02:47:00+00:00
1678416480,BTCUSDT,20068.89,20078.64,20078.64,20068.89,0.00052717,BTC-USDT,2023-03-10 02:48:00+00:00
1678416540,BTCUSDT,20064.94,20077.67,20072.75,20064.95,0.17522329,BTC-USDT,2023-03-10 02:49:00+00:00
1678416600,BTCUSDT,20062.7,20066.94,20066.94,20063.4,0.48999062,BTC-USDT,2023-03-10 02:50:00+00:00
1678416660,BTCUSDT,20058.08,20066.77,20065.79,20058.08,0.08781344,BTC-USDT,2023-03-10 02:51:00+00:00
1678416720,BTCUSDT,20054.63,20059.52,20054.63,20057.72,0.07105892,BTC-USDT,2023-03-10 02:52:00+00:00
1678416780,BTCUSDT,20055.57,20058.15,20055.57,20058.15,0.04301605,BTC-USDT,2023-03-10 02:53:00+00:00
1678416840,BTCUSDT,20057.76,20058.3,20057.76,20058.3,0.14603005,BTC-USDT,2023-03-10 02:54:00+00:00
1678416960,BTCUSDT,20054.45,20054.45,20054.45,20054.45,0.37892528,BTC-USDT,2023-03-10 02:56:00+00:00
1678417020,BTCUSDT,20037.92,20055.67,20049.49,20039.66,0.10505305,BTC-USDT,2023-03-10 02:57:00+00:00
1678417080,BTCUSDT,20031.62,20041.85,20041.08,20040.39,0.35492633,BTC-USDT,2023-03-10 02:58:00+00:00
1678417140,BTCUSDT,20043.06,20043.07,20043.06,20043.07,0.00227086,BTC-USDT,2023-03-10 02:59:00+00:00
1678417200,BTCUSDT,20033.64,20039.3,20033.64,20039.3,0.08287622,BTC-USDT,2023-03-10 03:00:00+00:00
1678417260,BTCUSDT,20038.93,20046.78,20038.93,20046.78,0.01599378,BTC-USDT,2023-03-10 03:01:00+00:00
1678417320,BTCUSDT,20042.62,20044.54,20044.54,20042.62,0.02999455,BTC-USDT,2023-03-10 03:02:00+00:00
1678417380,BTCUSDT,20011.99,20039.94,20039.93,20011.99,0.79894094,BTC-USDT,2023-03-10 03:03:00+00:00
1678417500,BTCUSDT,19982.59,20022.1,20009.13,20021.41,4.07016763,BTC-USDT,2023-03-10 03:05:00+00:00
1678417560,BTCUSDT,20022.95,20044.55,20023.35,20044.55,0.34182195,BTC-USDT,2023-03-10 03:06:00+00:00
1678417620,BTCUSDT,20042.91,20052.17,20042.91,20050.68,0.14230699,BTC-USDT,2023-03-10 03:07:00+00:00
1678417680,BTCUSDT,20042.9,20052.9,20052.9,20044.57,0.24566078,BTC-USDT,2023-03-10 03:08:00+00:00
1678417740,BTCUSDT,20047.89,20053.03,20047.89,20053.03,0.00034587,BTC-USDT,2023-03-10 03:09:00+00:00
1678417800,BTCUSDT,20055.54,20057.9,20056.62,20057.9,0.06063995,BTC-USDT,2023-03-10 03:10:00+00:00
