symbol,time_period_start,time_period_end,price_open,price_high,price_low,price_close,volume_traded,trades_count,imputed,gap_size,impute_method
BTCUSDC,2023-03-07T01:34:00.0000000Z,2023-03-07T01:35:00.0000000Z,22466.329999984206,22466.300411098957,22466.329999984206,22466.329999984206,0.0,0,True,13,ETS
BTCUSDC,2023-03-07T01:35:00.0000000Z,2023-03-07T01:36:00.0000000Z,22450.05,22450.05,22450.05,22450.05,0.00024322,1,False,0,none
BTCUSDC,2023-03-07T01:36:00.0000000Z,2023-03-07T01:37:00.0000000Z,22445.34,22445.34,22445.34,22445.34,0.0001,1,False,0,none
BTCUSDC,2023-03-07T01:37:00.0000000Z,2023-03-07T01:38:00.0000000Z,22442.22,22442.22,22442.22,22442.22,0.00019999,1,False,0,none
BTCUSDC,2023-03-07T01:38:00.0000000Z,2023-03-07T01:39:00.0000000Z,22447.07,22447.07,22447.07,22447.07,0.0001,1,False,0,none
BTCUSDC,2023-03-07T01:39:00.0000000Z,2023-03-07T01:40:00.0000000Z,22447.07,22447.07,22447.07,22447.07,0.0,0,True,3,LOCF
BTCUSDC,2023-03-07T01:40:00.0000000Z,2023-03-07T01:41:00.0000000Z,22447.07,22447.07,22447.07,22447.07,0.0,0,True,3,LOCF
BTCUSDC,2023-03-07T01:41:00.0000000Z,2023-03-07T01:42:00.0000000Z,22447.07,22447.07,22447.07,22447.07,0.0,0,True,3,LOCF
BTCUSDC,2023-03-07T01:42:00.0000000Z,2023-03-07T01:43:00.0000000Z,22456.7,22456.7,22456.7,22456.7,0.00012275,1,False,0,none
BTCUSDC,2023-03-07T01:43:00.0000000Z,2023-03-07T01:44:00.0000000Z,22456.7,22456.7,22456.7,22456.7,0.0,0,True,1,LOCF
BTCUSDC,2023-03-07T01:44:00.0000000Z,2023-03-07T01:45:00.0000000Z,22450.17,22450.17,22450.17,22450.17,0.00019355,1,False,0,none
BTCUSDC,2023-03-07T01:45:00.0000000Z,2023-03-07T01:46:00.0000000Z,22450.17,22450.17,22450.17,22450.17,0.0,0,True,2,LOCF
BTCUSDC,2023-03-07T01:46:00.0000000Z,2023-03-07T01:47:00.0000000Z,22450.17,22450.17,22450.17,22450.17,0.0,0,True,2,LOCF
BTCUSDC,2023-03-07T01:47:00.0000000Z,2023-03-07T01:48:00.0000000Z,22457.16,22457.16,22448.94,22448.95,0.000556,4,False,0,none
BTCUSDC,2023-03-07T01:48:00.0000000Z,2023-03-07T01:49:00.0000000Z,22457.15999989584,22456.904956914226,22448.940000018327,22448.95000001818,0.0,0,True,8,ETS
BTCUSDC,2023-03-07T01:49:00.0000000Z,2023-03-07T01:50:00.0000000Z,22457.15999989584,22456.904956914226,22448.940000018327,22448.95000001818,0.0,0,True,8,ETS
BTCUSDC,2023-03-07T01:50:00.0000000Z,2023-03-07T01:51:00.0000000Z,22457.15999989584,22456.904956914226,22448.940000018327,22448.95000001818,0.0,0,True,8,ETS
BTCUSDC,2023-03-07T01:51:00.0000000Z,2023-03-07T01:52:00.0000000Z,22457.15999989584,22456.904956914226,22448.940000018327,22448.95000001818,0.0,0,True,8,ETS
BTCUSDC,2023-03-07T01:52:00.0000000Z,2023-03-07T01:53:00.0000000Z,22457.15999989584,22456.904956914226,22448.940000018327,22448.95000001818,0.0,0,True,8,ETS
BTCUSDC,2023-03-07T01:53:00.0000000Z,2023-03-07T01:54:00.0000000Z,22457.15999989584,22456.904956914226,22448.940000018327,22448.95000001818,0.0,0,True,8,ETS
BTCUSDC,2023-03-07T01:54:00.0000000Z,2023-03-07T01:55:00.0000000Z,22457.15999989584,22456.904956914226,22448.940000018327,22448.95000001818,0.0,0,True,8,ETS
BTCUSDC,2023-03-07T01:55:00.0000000Z,2023-03-07T01:56:00.0000000Z,22457.15999989584,22456.904956914226,22448.940000018327,22448.95000001818,0.0,0,True,8,ETS
BTCUSDC,2023-03-07T01:56:00.0000000Z,2023-03-07T01:57:00.0000000Z,22479.59,22479.59,22479.59,22479.59,0.00350619,1,False,0,none
BTCUSDC,2023-03-07T01:57:00.0000000Z,2023-03-07T01:58:00.0000000Z,22479.59,22479.59,22479.59,22479.59,0.0,0,True,5,LOCF
