regime,price_basis_bps,spread_differential,liquidity_differential,usdc_price,usdt_price
svb_closure,3.108838953645442,-0.08933955117069156,34337.865086546844,19972.4186875,19966.21151388889
peak_crisis,554.7681000390148,0.03318148319726459,64120.01800967587,21548.231777777775,20415.63734375
fdic_announcement,113.14886691340102,-0.08477864974180992,236278.8434775988,23241.618187499997,22981.584166666667
recovery,33.78144148806228,-0.11007507064901814,164209.5747854972,26445.25378125,26356.21867534722
