symbol,open_time_ms,open_time_utc,open,high,low,close,volume,imputed,gap_size,impute_method
BTCUSD,1677845100000,2023-03-03 12:05:00,22352.4,22357.4,22351.93,22353.18,1.07428,False,0,none
BTCUSD,1677845160000,2023-03-03 12:06:00,22356.38,22363.44,22355.5,22362.34,0.90855,False,0,none
BTCUSD,1677845220000,2023-03-03 12:07:00,22361.88,22362.12,22361.34,22361.34,0.36408,False,0,none
BTCUSD,1677845280000,2023-03-03 12:08:00,22358.73,22363.99,22357.88,22362.88,0.90175,False,0,none
BTCUSD,1677845340000,2023-03-03 12:09:00,22364.09,22370.6,22363.0,22366.25,1.91783,False,0,none
BTCUSD,1677845400000,2023-03-03 12:10:00,22365.91,22367.76,22361.28,22363.18,3.11662,False,0,none
BTCUSD,1677845460000,2023-03-03 12:11:00,22363.19,22370.79,22363.19,22366.88,1.01039,False,0,none
BTCUSD,1677845520000,2023-03-03 12:12:00,22368.0,22368.0,22364.65,22364.65,0.46684,False,0,none
BTCUSD,1677845580000,2023-03-03 12:13:00,22368.1,22368.1,22361.38,22364.41,0.06637,False,0,none
BTCUSD,1677845640000,2023-03-03 12:14:00,22360.69,22366.39,22356.76,22363.83,2.63688,False,0,none
BTCUSD,1677845700000,2023-03-03 12:15:00,22364.58,22368.83,22350.62,22350.83,7.33115,False,0,none
BTCUSD,1677845760000,2023-03-03 12:16:00,22349.97,22355.43,22345.74,22348.03,3.27715,False,0,none
BTCUSD,1677845820000,2023-03-03 12:17:00,22348.03,22355.16,22342.94,22354.3,2.69714,False,0,none
BTCUSD,1677845880000,2023-03-03 12:18:00,22355.27,22355.27,22348.4,22351.44,0.68212,False,0,none
BTCUSD,1677845940000,2023-03-03 12:19:00,22350.2,22350.2,22348.4,22350.0,0.00925,False,0,none
BTCUSD,1677846000000,2023-03-03 12:20:00,22349.92,22352.74,22341.43,22343.93,2.3436,False,0,none
BTCUSD,1677846060000,2023-03-03 12:21:00,22343.93,22345.05,22334.73,22334.73,0.7706,False,0,none
