timestamp,pair,close,volume
2023-01-01 00:00:00,BTC/USDC,16531.0,10.4490731
2023-01-01 00:01:00,BTC/USDC,16529.38,5.96163819
2023-01-01 00:02:00,BTC/USDC,16527.07,23.83778609
2023-01-01 00:03:00,BTC/USDC,16522.65,15.80292314
2023-01-01 00:04:00,BTC/USDC,16523.48,18.66640768
2023-01-01 00:05:00,BTC/USDC,16524.5,10.90018547
2023-01-01 00:06:00,BTC/USDC,16524.02,20.99709036
2023-01-01 00:07:00,BTC/USDC,16522.43,11.45905089
2023-01-01 00:08:00,BTC/USDC,16518.72,30.05575954
2023-01-01 00:09:00,BTC/USDC,16515.29,16.85222524
2023-01-01 00:10:00,BTC/USDC,16513.92,17.76077285
2023-01-01 00:11:00,BTC/USDC,16515.21,8.93994777
2023-01-01 00:12:00,BTC/USDC,16511.57,9.55893879
2023-01-01 00:13:00,BTC/USDC,16513.75,7.61044088
2023-01-01 00:14:00,BTC/USDC,16510.82,22.20114023
2023-01-01 00:15:00,BTC/USDC,16510.66,38.57936178
2023-01-01 00:16:00,BTC/USDC,16511.09,50.04285492
2023-01-01 00:17:00,BTC/USDC,16514.21,32.94905208
2023-01-01 00:18:00,BTC/USDC,16521.44,28.7893126
2023-01-01 00:19:00,BTC/USDC,16525.8,23.57983633
2023-01-01 00:20:00,BTC/USDC,16528.13,11.35549746
2023-01-01 00:21:00,BTC/USDC,16529.6,10.99090715
2023-01-01 00:22:00,BTC/USDC,16525.57,11.09437532
2023-01-01 00:23:00,BTC/USDC,16531.45,9.33583952
2023-01-01 00:24:00,BTC/USDC,16526.36,14.26628851
2023-01-01 00:25:00,BTC/USDC,16530.28,12.20502716
2023-01-01 00:26:00,BTC/USDC,16530.14,26.30953867
2023-01-01 00:27:00,BTC/USDC,16533.79,5.85833195
2023-01-01 00:28:00,BTC/USDC,16533.84,10.65093058
2023-01-01 00:29:00,BTC/USDC,16533.43,22.11561548
2023-01-01 00:30:00,BTC/USDC,16525.77,125.35631677
2023-01-01 00:31:00,BTC/USDC,16525.57,8.08642414
2023-01-01 00:32:00,BTC/USDC,16521.17,5.72615019
2023-01-01 00:33:00,BTC/USDC,16520.76,4.81021796
2023-01-01 00:34:00,BTC/USDC,16516.82,32.48413224
2023-01-01 00:35:00,BTC/USDC,16514.11,22.37578377
2023-01-01 00:36:00,BTC/USDC,16509.05,87.40482944
2023-01-01 00:37:00,BTC/USDC,16504.54,20.92219391
2023-01-01 00:38:00,BTC/USDC,16507.44,23.65554868
2023-01-01 00:39:00,BTC/USDC,16514.67,13.29547291
2023-01-01 00:40:00,BTC/USDC,16512.88,16.98313469
2023-01-01 00:41:00,BTC/USDC,16504.33,16.98026767
2023-01-01 00:42:00,BTC/USDC,16505.43,9.13594236
2023-01-01 00:43:00,BTC/USDC,16506.93,3.60454675
2023-01-01 00:44:00,BTC/USDC,16506.5,20.41148501
2023-01-01 00:45:00,BTC/USDC,16510.24,12.43671608
2023-01-01 00:46:00,BTC/USDC,16512.48,16.19892728
2023-01-01 00:47:00,BTC/USDC,16518.56,25.19497123
2023-01-01 00:48:00,BTC/USDC,16522.47,11.14747349
2023-01-01 00:49:00,BTC/USDC,16520.63,10.54937698
2023-01-01 00:50:00,BTC/USDC,16516.84,6.32802588
2023-01-01 00:51:00,BTC/USDC,16519.16,2.7892778
2023-01-01 00:52:00,BTC/USDC,16518.43,7.23539321
2023-01-01 00:53:00,BTC/USDC,16519.71,2.48756115
2023-01-01 00:54:00,BTC/USDC,16522.21,27.74205494
2023-01-01 00:55:00,BTC/USDC,16522.96,6.49332823
2023-01-01 00:56:00,BTC/USDC,16523.22,9.37002734
2023-01-01 00:57:00,BTC/USDC,16523.15,17.61441493
2023-01-01 00:58:00,BTC/USDC,16522.03,33.0354686
2023-01-01 00:59:00,BTC/USDC,16519.81,4.71814092
2023-01-01 01:00:00,BTC/USDC,16519.19,13.69882553
2023-01-01 01:01:00,BTC/USDC,16523.24,9.5231494
2023-01-01 01:02:00,BTC/USDC,16525.15,17.53583927
2023-01-01 01:03:00,BTC/USDC,16525.49,9.79936564
2023-01-01 01:04:00,BTC/USDC,16522.67,6.04138384
2023-01-01 01:05:00,BTC/USDC,16523.51,12.44126603
2023-01-01 01:06:00,BTC/USDC,16525.12,32.40185046
2023-01-01 01:07:00,BTC/USDC,16527.24,5.72331937
2023-01-01 01:08:00,BTC/USDC,16527.22,5.47868769
2023-01-01 01:09:00,BTC/USDC,16530.06,18.9239499
2023-01-01 01:10:00,BTC/USDC,16530.55,12.82266312
2023-01-01 01:11:00,BTC/USDC,16530.8,26.88016414
2023-01-01 01:12:00,BTC/USDC,16528.43,17.52639584
2023-01-01 01:13:00,BTC/USDC,16532.07,15.98263432
2023-01-01 01:14:00,BTC/USDC,16528.84,12.25986152
2023-01-01 01:15:00,BTC/USDC,16528.39,17.85917607
2023-01-01 01:16:00,BTC/USDC,16526.49,7.03478141
2023-01-01 01:17:00,BTC/USDC,16526.63,7.09486572
2023-01-01 01:18:00,BTC/USDC,16528.65,20.12319941
2023-01-01 01:19:00,BTC/USDC,16530.61,33.71892007
2023-01-01 01:20:00,BTC/USDC,16530.66,12.00112779
2023-01-01 01:21:00,BTC/USDC,16527.03,39.62369574
2023-01-01 01:22:00,BTC/USDC,16525.3,12.27659646
