timestamp,pair,close,volume
2023-01-01 00:00:00,ETH/USD,1195.27,103.80153105
2023-01-01 00:01:00,ETH/USD,1195.16,93.87174175
2023-01-01 00:02:00,ETH/USD,1194.98,153.04386522
2023-01-01 00:03:00,ETH/USD,1195.08,199.131884
2023-01-01 00:04:00,ETH/USD,1195.6,199.0207063
2023-01-01 00:05:00,ETH/USD,1195.75,122.48677574
2023-01-01 00:06:00,ETH/USD,1195.67,77.13329234
2023-01-01 00:07:00,ETH/USD,1195.54,71.5508363
2023-01-01 00:08:00,ETH/USD,1194.8,209.6521027
2023-01-01 00:09:00,ETH/USD,1194.57,112.3071976
2023-01-01 00:10:00,ETH/USD,1194.58,128.02694646
2023-01-01 00:11:00,ETH/USD,1194.71,48.43768426
2023-01-01 00:12:00,ETH/USD,1194.27,128.3922806
2023-01-01 00:13:00,ETH/USD,1194.37,82.11580036
2023-01-01 00:14:00,ETH/USD,1193.8,153.93041461
2023-01-01 00:15:00,ETH/USD,1193.5,213.42966757
2023-01-01 00:16:00,ETH/USD,1194.02,157.81258979
2023-01-01 00:17:00,ETH/USD,1194.47,133.73194719
2023-01-01 00:18:00,ETH/USD,1194.91,232.22514217
2023-01-01 00:19:00,ETH/USD,1195.26,173.28192237
2023-01-01 00:20:00,ETH/USD,1195.36,64.87598111
2023-01-01 00:21:00,ETH/USD,1195.44,74.55488102
2023-01-01 00:22:00,ETH/USD,1195.33,69.66729922
2023-01-01 00:23:00,ETH/USD,1195.6,41.53664961
2023-01-01 00:24:00,ETH/USD,1195.21,105.31750241
2023-01-01 00:25:00,ETH/USD,1195.48,210.07576056
2023-01-01 00:26:00,ETH/USD,1195.52,438.46679474
2023-01-01 00:27:00,ETH/USD,1195.9,105.55054953
2023-01-01 00:28:00,ETH/USD,1195.86,66.12935086
2023-01-01 00:29:00,ETH/USD,1195.72,950.20448077
2023-01-01 00:30:00,ETH/USD,1195.32,244.31757719
2023-01-01 00:31:00,ETH/USD,1195.43,93.4939891
2023-01-01 00:32:00,ETH/USD,1194.67,100.01546016
2023-01-01 00:33:00,ETH/USD,1194.59,60.88886195
2023-01-01 00:34:00,ETH/USD,1193.65,442.15751387
2023-01-01 00:35:00,ETH/USD,1193.41,346.920515
2023-01-01 00:36:00,ETH/USD,1192.99,247.9024403
2023-01-01 00:37:00,ETH/USD,1192.67,339.99495249
2023-01-01 00:38:00,ETH/USD,1192.86,191.52882586
2023-01-01 00:39:00,ETH/USD,1193.43,459.93614182
2023-01-01 00:40:00,ETH/USD,1193.21,92.27261542
2023-01-01 00:41:00,ETH/USD,1192.69,178.2364941
2023-01-01 00:42:00,ETH/USD,1192.63,100.99529307
2023-01-01 00:43:00,ETH/USD,1192.91,46.07075718
2023-01-01 00:44:00,ETH/USD,1192.84,218.23016238
2023-01-01 00:45:00,ETH/USD,1193.17,58.05040581
2023-01-01 00:46:00,ETH/USD,1193.41,110.19461204
2023-01-01 00:47:00,ETH/USD,1194.08,202.43608282
2023-01-01 00:48:00,ETH/USD,1194.29,42.38211027
2023-01-01 00:49:00,ETH/USD,1194.02,195.75439064
2023-01-01 00:50:00,ETH/USD,1193.45,130.80828915
2023-01-01 00:51:00,ETH/USD,1193.64,83.81770578
2023-01-01 00:52:00,ETH/USD,1193.85,72.82586539
2023-01-01 00:53:00,ETH/USD,1194.03,85.493729
2023-01-01 00:54:00,ETH/USD,1194.25,252.89793996
2023-01-01 00:55:00,ETH/USD,1194.0,19.87689487
2023-01-01 00:56:00,ETH/USD,1194.26,70.76685482
2023-01-01 00:57:00,ETH/USD,1194.17,115.96141248
2023-01-01 00:58:00,ETH/USD,1193.55,61.16252257
2023-01-01 00:59:00,ETH/USD,1193.35,28.65972002
2023-01-01 01:00:00,ETH/USD,1193.42,73.80570486
2023-01-01 01:01:00,ETH/USD,1193.46,146.98330605
2023-01-01 01:02:00,ETH/USD,1193.78,71.2924476
2023-01-01 01:03:00,ETH/USD,1194.01,53.09920919
2023-01-01 01:04:00,ETH/USD,1193.31,202.45844803
2023-01-01 01:05:00,ETH/USD,1193.41,32.9348468
2023-01-01 01:06:00,ETH/USD,1193.43,64.73655525
2023-01-01 01:07:00,ETH/USD,1193.66,44.69926283
